run_id,timestamp,profile,algorithm,backend,backend_phase,backend_scope,num_control,num_target,a,N,opt_level,resilience_level,dd_enable,shots,rep_idx,run_hardware,depth_2q,count_2q,total_depth,ideal_success_prob,epsilon,skip_reason,noisy_success_prob,tvd_noisy_vs_ideal,zne_mode,zne_success_estimate,zne_fit_slope,zne_scales,zne_success_by_scale,hw_success_prob,tvd_hw_vs_ideal,tvd_hw_vs_noisy,job_id
run-00094,2026-04-04T17:46:53.056108Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,True,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.657227,0.342773,0.299805,d78kt42k86tc739vdae0
run-00095,2026-04-04T17:47:05.666644Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,True,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.655273,0.344727,0.301758,d78kt79q1efs73d1sfp0
run-00096,2026-04-04T17:47:19.377467Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,True,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.65918,0.34082,0.297852,d78ktahq1efs73d1sfs0
run-00097,2026-04-04T17:47:32.653653Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,False,2048,1,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.628418,0.371582,0.335938,d78kte0eecps73d7a79g
run-00098,2026-04-04T17:47:43.967595Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,False,2048,2,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.649414,0.350586,0.314941,d78ktgrc6das739i0j9g
run-00099,2026-04-04T17:47:54.749345Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,False,2048,3,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.63623,0.36377,0.328125,d78ktjjc6das739i0jd0
run-00100,2026-04-04T17:48:05.453629Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,True,2048,1,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.716797,0.283203,0.247559,d78ktm2k86tc739vdb4g
run-00101,2026-04-04T17:48:22.611552Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,True,2048,2,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.72168,0.27832,0.242676,d78ktqhq1efs73d1sgf0
run-00102,2026-04-04T17:48:36.904525Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,True,2048,3,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.705078,0.294922,0.259277,d78ktu1q1efs73d1sgkg
run-00103,2026-04-04T17:48:50.891202Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,False,2048,1,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.669434,0.330566,0.294922,d78ku1jc6das739i0jtg
run-00104,2026-04-04T17:49:01.707029Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,False,2048,2,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.643555,0.356445,0.320801,d78ku49q1efs73d1sgrg
run-00105,2026-04-04T17:49:13.172190Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,False,2048,3,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.650879,0.349121,0.313477,d78ku72k86tc739vdbq0
run-00106,2026-04-04T17:49:23.839323Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,True,2048,1,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.71582,0.28418,0.248535,d78ku9jc6das739i0k9g
run-00107,2026-04-04T17:49:39.245932Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,True,2048,2,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.710938,0.289062,0.253418,d78kudhq1efs73d1sh70
run-00108,2026-04-04T17:49:54.851308Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,True,2048,3,True,218,249,1018,1.0,0.03125,,0.964355,0.043066,off,,,,,0.730957,0.269043,0.233398,d78kuhik86tc739vdc80
